Data,Total,Producao Interna,Producao Mao de Obra,Corte,Corte Voil,Bainha Continua,Barrado,Emenda,Overloque,Paleteira,Acabamento,Furo,Ilhos,Dobra,Embalagem,Mes,Ano
2024-08-17,423.37,423.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.39,76.98,Agosto,2024
2024-08-19,6634.54,6465.48,169.06,875.45,1064.51,207.0,965.02,58.85,0.0,622.28,617.34,414.97,629.02,826.25,184.79,Agosto,2024
2024-08-20,4646.77,4646.77,0.0,195.85,544.5,409.2,576.02,29.43,7.77,649.08,721.73,438.73,423.46,293.43,357.57,Agosto,2024
2024-08-21,5364.400000000001,5169.43,194.97,74.15,926.85,231.72,725.09,88.28,0.0,559.49,901.76,480.32,711.79,384.53,85.45,Agosto,2024
2024-08-22,7232.629999999999,7050.19,182.44,14.27,896.19,109.58,1202.07,0.0,49.67,565.25,617.69,583.32,633.79,1945.93,432.43,Agosto,2024
2024-08-23,4939.35,4939.35,0.0,174.91,545.3,205.17,1000.45,0.0,0.0,543.43,268.07,639.52,585.0,799.77,177.73,Agosto,2024
2024-08-24,687.45,687.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.32,0.0,453.38,100.75,Agosto,2024
2024-08-26,5368.69,5368.69,0.0,257.76,514.81,324.2,712.79,0.0,50.61,704.43,690.88,418.45,673.24,835.79,185.73,Agosto,2024
2024-08-27,6384.58,6384.58,0.0,655.93,806.27,272.14,893.49,29.43,21.89,655.98,784.7,482.54,512.11,1039.17,230.93,Agosto,2024
2024-08-28,5192.11,5192.11,0.0,315.14,649.29,142.67,1165.05,22.07,13.3,422.19,721.43,442.12,571.23,595.33,132.29,Agosto,2024
2024-08-29,5654.52,5654.52,0.0,514.94,598.19,51.08,1097.38,83.86,31.25,585.44,747.4,390.98,531.42,836.61,185.97,Agosto,2024
2024-08-30,5574.85,5574.85,0.0,465.15,676.14,229.46,625.9,0.0,0.0,648.41,889.64,455.85,609.39,797.65,177.26,Agosto,2024
2024-08-31,62.79,62.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.79,0.0,0.0,0.0,Agosto,2024
2024-09-02,5255.030000000001,5097.31,157.72,278.83,711.94,361.31,788.15,0.0,31.9,568.79,720.18,443.23,560.22,515.53,117.23,Setembro,2024
2024-09-03,6435.08,6184.19,250.89,495.83,1049.02,221.53,1081.19,0.0,0.35,639.36,470.12,668.65,653.62,739.98,164.54,Setembro,2024
2024-09-04,5463.900000000001,5270.93,192.97,338.74,727.83,156.13,709.02,0.0,0.0,510.99,583.39,674.92,869.48,573.08,127.35,Setembro,2024
2024-09-05,5549.9800000000005,5515.26,34.72,371.59,659.74,235.66,1125.68,0.0,0.0,417.31,462.38,671.66,560.08,827.31,183.85,Setembro,2024
2024-09-06,6063.72,6063.72,0.0,589.09,934.63,305.14,1003.27,29.43,0.0,515.29,542.29,573.04,729.86,688.43,153.25,Setembro,2024
2024-09-09,5731.969999999999,5501.74,230.23,320.33,953.77,188.67,586.56,0.0,51.2,514.94,541.74,446.14,805.66,894.05,198.68,Setembro,2024
2024-09-10,5899.929999999999,5783.94,115.99,262.58,704.68,204.33,739.89,0.0,12.59,691.78,506.7,848.72,532.21,1047.65,232.81,Setembro,2024
2024-09-11,6095.67,6070.95,24.72,329.91,74.14,105.11,979.65,85.33,10.59,823.49,758.69,611.83,1059.06,1008.81,224.34,Setembro,2024
2024-09-12,5625.06,5578.13,46.93,154.78,531.89,165.6,1023.46,0.0,0.0,712.11,873.42,267.12,731.48,913.71,204.56,Setembro,2024
2024-09-13,6558.71,6558.71,0.0,581.67,716.52,166.49,1049.88,0.0,0.0,843.14,862.46,614.69,891.72,678.66,153.48,Setembro,2024
2024-09-14,290.01,290.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.28,52.73,Setembro,2024
2024-09-16,6233.860000000001,6204.43,29.43,282.92,913.35,283.94,794.18,29.43,0.0,596.74,575.74,713.93,850.62,951.25,212.33,Setembro,2024
2024-09-17,6888.66,6708.41,180.25,274.05,862.89,261.59,934.33,0.0,1.77,655.02,708.47,696.81,834.82,1209.6,269.06,Setembro,2024
2024-09-18,6082.0,5978.72,103.28,343.98,770.85,286.94,801.71,29.43,1.41,540.98,754.89,363.29,1082.78,820.02,182.44,Setembro,2024
2024-09-19,5287.370000000001,5162.02,125.35,184.24,529.28,171.77,802.6,0.0,0.0,502.38,646.51,414.32,655.53,1027.05,228.34,Setembro,2024
2024-04-20,5346.57,5346.57,0.0,440.1,577.15,201.27,883.87,0.0,8.83,589.03,879.28,277.08,675.83,628.16,185.97,Setembro,2024
2024-09-21,263.15,263.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.53,156.78,34.84,Setembro,2024
2024-09-23,3880.82,3855.75,25.07,260.69,600.45,277.44,313.67,0.0,0.71,314.99,490.57,398.1,291.78,742.33,165.02,Setembro,2024
2024-09-24,4269.24,4085.86,183.38,186.11,394.72,169.49,799.12,0.0,14.36,131.82,532.43,584.94,492.16,638.76,141.95,Setembro,2024
2024-09-25,4321.45,4321.45,0.0,239.52,425.3,244.29,799.77,58.85,1.41,462.77,347.36,480.26,337.74,575.79,348.39,Setembro,2024
2024-09-26,4731.68,4522.0,209.68,295.98,578.3,289.42,725.86,0.0,25.89,576.61,521.16,497.56,274.54,602.74,133.94,Setembro,2024
2024-09-27,4962.54,4962.54,0.0,358.57,540.44,59.99,868.51,58.85,27.19,458.91,703.58,479.33,491.81,748.93,166.43,Setembro,2024
2024-09-28,747.83,747.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.7,255.11,255.29,56.73,Setembro,2024
2024-09-30,5139.62,5124.79,14.83,247.11,558.43,196.5,807.83,0.0,22.25,456.09,604.29,200.0,690.99,1097.43,243.87,Setembro,2024
2024-10-01,5602.93,5327.22,275.71,261.88,495.55,120.5,574.85,57.38,9.06,547.13,723.96,428.56,957.72,887.69,262.94,Outubro,2024
2024-10-02,5877.2300000000005,5581.8,295.43,219.97,856.04,206.4,876.51,0.0,46.61,603.21,881.87,484.0,748.19,539.18,119.82,Outubro,2024
2024-10-03,4075.69,4047.8,27.89,230.1,257.67,155.91,740.74,29.43,9.89,510.04,356.85,319.35,683.01,617.57,137.24,Outubro,2024
2024-10-04,4494.04,4494.04,0.0,284.19,671.71,124.67,1076.43,0.0,0.0,652.88,480.1,236.25,358.01,498.93,110.87,Outubro,2024
2024-10-05,750.26,750.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.79,392.18,202.33,44.96,Outubro,2024
2024-10-07,5800.22,5800.22,0.0,407.48,521.76,238.0,773.35,0.0,0.0,450.79,799.68,472.47,1251.12,724.56,161.01,Outubro,2024
2024-10-08,4576.87,4576.87,0.0,252.88,607.08,44.08,452.35,205.98,0.0,685.13,651.12,370.01,555.9,615.34,137.0,Outubro,2024
2024-10-09,3231.13,3007.88,223.25,65.62,472.08,212.7,356.04,10.3,0.0,334.97,394.94,359.81,0.0,655.71,145.71,Outubro,2024
2024-10-10,4858.12,4551.3,306.82,109.4,210.49,2.35,12.3,211.86,0.0,499.28,601.37,616.98,1023.64,1033.88,229.75,Outubro,2024
2024-10-11,4717.64,4717.64,0.0,220.45,0.0,0.0,247.76,211.86,5.3,588.21,683.47,356.04,909.17,1223.49,271.89,Outubro,2024
2024-10-14,3709.24,3622.14,87.1,197.74,0.0,0.0,8.47,0.0,4.47,442.96,698.41,346.57,921.89,819.43,182.2,Outubro,2024
2024-10-15,4985.82,4877.69,108.13,245.7,557.25,213.61,224.4,0.0,1.29,416.54,670.54,468.37,794.36,1051.88,233.75,Outubro,2024
2024-10-16,5241.12,5043.09,198.03,324.26,430.76,255.69,357.16,0.0,0.0,491.75,460.6,395.74,664.74,1360.14,302.25,Outubro,2024
2024-10-17,4967.9,4967.9,0.0,228.87,712.12,78.08,410.42,0.0,0.0,377.35,529.85,442.03,920.38,1038.11,230.69,Outubro,2024
2024-10-18,4710.450000000001,4554.85,155.6,213.08,350.15,78.68,555.54,0.0,0.0,398.53,301.98,551.62,981.47,919.47,204.33,Outubro,2024
2024-10-21,5302.339999999999,4957.48,344.86,301.84,0.0,0.0,790.53,0.0,128.35,541.01,619.38,536.57,778.76,1031.76,229.28,Outubro,2024
2024-10-22,4434.08,4298.78,135.3,153.86,0.0,11.42,666.92,0.0,4.24,353.84,726.95,509.41,792.36,883.46,196.32,Outubro,2024
2024-10-23,5145.67,4961.12,184.55,209.53,0.0,15.54,729.15,147.13,63.56,596.91,561.33,430.42,457.71,1087.9,661.94,Outubro,2024
2024-10-24,4078.27,3971.16,107.11,191.22,151.59,25.42,411.48,0.0,0.0,381.47,391.32,602.02,615.16,983.03,218.45,Outubro,2024
2024-10-25,3974.0,3974.0,0.0,191.56,0.0,0.0,0.0,0.0,0.0,810.07,846.66,378.08,996.71,614.39,136.53,Outubro,2024
2024-10-28,4362.67,4362.67,0.0,192.5,0.0,0.0,0.0,0.0,0.0,576.73,766.87,355.93,972.67,1225.61,272.36,Outubro,2024
2024-10-29,3616.18,3616.18,0.0,176.2,0.0,0.0,0.0,0.0,0.0,617.93,641.7,489.27,607.42,886.63,197.03,Outubro,2024
2024-10-30,3263.33,3263.33,0.0,175.37,191.49,0.0,0.0,0.0,0.0,581.14,568.79,335.26,378.11,845.32,187.85,Outubro,2024
2024-10-31,3634.59,3634.59,0.0,0.0,0.0,0.0,26.72,0.0,18.13,697.65,554.0,293.26,896.43,939.6,208.8,Outubro,2024
2024-11-01,2882.88,2882.88,0.0,0.0,0.0,0.0,47.67,58.85,29.78,625.25,584.82,136.24,668.77,598.5,133.0,Novembro,2024
2024-11-04,4418.02,4418.02,0.0,0.0,178.05,20.01,7.06,241.29,6.36,540.07,844.85,507.92,591.27,1211.84,269.3,Novembro,2024
2024-11-05,3789.65,3789.65,0.0,0.0,158.19,45.2,234.22,88.28,0.0,579.64,494.58,688.01,762.73,604.39,134.41,Novembro,2024
2024-11-06,3808.24,3808.24,0.0,0.0,31.13,19.19,432.55,0.0,64.03,456.88,707.61,520.26,707.49,710.91,158.19,Novembro,2024
2024-11-07,5051.03,5051.03,0.0,238.51,378.32,137.61,456.03,0.0,19.07,714.38,882.99,475.07,684.81,870.74,193.5,Novembro,2024
2024-11-08,4450.29,4450.29,0.0,44.63,209.78,20.92,485.39,0.0,0.0,615.1,704.29,643.56,385.2,979.85,361.57,Novembro,2024
2024-11-11,3762.03,3762.03,0.0,0.0,186.11,123.17,211.51,0.0,12.95,549.98,741.38,476.71,641.97,669.48,148.77,Novembro,2024
2024-11-12,4376.599999999999,4307.16,69.44,88.98,438.55,76.64,346.63,0.0,0.0,554.43,733.42,439.13,702.37,758.46,168.55,Novembro,2024
2024-11-13,3703.3,3703.3,0.0,64.42,57.34,108.31,108.75,0.0,131.35,492.46,691.37,506.37,568.02,797.65,177.26,Novembro,2024
2024-11-14,4887.85,4615.96,271.89,329.32,284.99,62.7,495.75,0.0,32.84,726.15,927.56,495.96,302.61,783.88,174.2,Novembro,2024
2024-11-18,5086.62,4846.87,239.75,271.24,274.61,0.0,481.8,91.22,24.36,626.4,740.0,290.97,1079.13,791.3,175.84,Novembro,2024
2024-11-19,4740.44,4666.29,74.15,474.04,197.41,158.15,372.64,29.43,31.07,559.0,820.77,295.77,583.5,936.42,208.09,Novembro,2024
2024-11-20,1274.68,1070.71,203.97,64.46,187.11,0.0,56.5,0.0,0.0,150.66,0.0,0.0,333.62,227.75,50.61,Novembro,2024
2024-11-21,5451.17,5142.24,308.93,371.59,178.13,0.0,696.73,0.0,31.07,573.48,642.25,469.19,670.18,1235.14,274.48,Novembro,2024
2024-11-22,5738.2300000000005,5319.81,418.42,286.62,122.5,88.26,568.73,0.0,125.35,580.91,532.39,407.55,886.84,1407.81,312.85,Novembro,2024
2024-11-23,1754.44,1696.77,57.67,138.89,185.44,0.0,111.34,11.77,11.65,104.52,0.0,249.35,274.01,498.93,110.87,Novembro,2024
2024-11-25,4553.95,4553.95,0.0,207.22,281.87,149.2,481.98,0.0,10.59,452.1,637.53,522.15,520.5,1056.12,234.69,Novembro,2024
2024-11-26,5578.99,5578.99,0.0,336.28,383.86,70.57,687.37,57.38,0.0,542.12,745.16,447.33,804.48,1230.91,273.53,Novembro,2024
2024-11-27,4571.56,4497.11,74.45,93.14,411.72,220.95,533.71,0.0,2.71,304.5,697.96,537.45,490.9,985.15,218.92,Novembro,2024
2024-11-28,5059.53,5059.53,0.0,640.01,495.13,155.69,478.74,161.84,0.0,227.04,736.96,508.23,700.76,781.17,173.96,Novembro,2024
2024-11-29,4366.29,4049.37,316.92,47.83,450.44,0.0,270.0,154.48,1.65,492.69,699.33,788.43,344.39,654.65,145.48,Novembro,2024
2024-11-30,902.25,902.25,0.0,0.0,0.0,0.0,273.65,0.0,0.0,153.3,0.0,131.03,144.89,163.13,36.25,Novembro,2024
2024-12-02,4747.759999999999,4530.07,217.69,211.51,361.56,261.47,407.39,29.43,11.65,406.25,695.0,335.61,791.27,833.67,185.26,Dezembro,2024
2024-12-03,5079.84,5005.39,74.45,279.98,435.35,194.96,652.68,0.0,63.44,404.98,446.42,474.97,900.32,942.78,209.51,Dezembro,2024
2024-12-04,5666.68,5551.91,114.77,400.86,542.0,0.0,849.56,35.31,1.65,420.14,650.19,438.43,917.77,1060.36,235.64,Dezembro,2024
2024-12-05,5369.97,5208.13,161.84,322.89,366.38,135.67,681.95,0.0,63.44,503.68,629.44,331.7,708.67,1198.07,266.24,Dezembro,2024
2024-12-06,4297.84,4177.14,120.7,203.39,463.63,73.21,476.39,0.0,0.0,406.45,613.43,460.71,683.69,651.47,144.77,Dezembro,2024
2024-12-07,1532.12,1532.12,0.0,0.0,68.22,13.55,69.03,0.0,1.29,168.84,235.58,237.1,140.36,489.4,108.75,Dezembro,2024
2024-12-09,4990.2,4659.46,330.74,529.05,396.18,136.64,502.49,58.85,0.0,356.43,466.27,676.27,642.64,731.98,162.66,Dezembro,2024
2024-12-10,4938.81,4639.85,298.96,307.0,231.81,104.84,606.07,5.89,2.12,513.68,451.16,403.38,690.72,1082.6,240.58,Dezembro,2024
2024-12-11,6130.09,6130.09,0.0,544.48,315.99,94.49,826.43,0.0,0.0,651.52,511.65,536.93,1136.39,1237.26,274.95,Dezembro,2024
2024-12-12,6094.9800000000005,5894.89,200.09,193.84,619.18,191.18,657.83,0.0,0.0,733.86,569.72,407.97,1125.62,1141.93,253.76,Dezembro,2024
2024-12-13,4803.75,4748.37,55.38,392.33,555.01,163.77,665.12,0.0,13.06,489.94,608.32,398.07,491.96,794.24,176.55,Dezembro,2024
2024-12-14,890.07,890.07,0.0,160.25,35.1,0.0,218.98,0.0,0.0,0.0,26.48,0.0,0.0,367.58,81.68,Dezembro,2024
2024-12-16,6260.3,6260.3,0.0,519.46,598.5,252.49,613.66,0.0,10.3,665.56,674.02,562.27,1007.78,1106.5,249.76,Dezembro,2024
2024-12-17,7141.63,6994.51,147.12,910.37,600.83,152.99,936.13,0.0,37.55,727.86,623.45,486.11,1087.05,1171.35,260.82,Dezembro,2024
2024-12-18,6723.47,6723.47,0.0,724.89,535.62,194.04,965.93,1.47,38.84,694.18,658.6,617.57,786.59,1231.97,273.77,Dezembro,2024
2024-12-19,6426.07,6298.66,127.41,391.65,496.62,142.51,502.28,211.86,0.0,588.09,780.16,602.59,1073.28,1235.14,274.48,Dezembro,2024
2024-12-20,5670.55,5670.55,0.0,467.81,327.01,69.34,604.6,129.47,3.88,697.55,550.18,642.99,700.82,1208.07,268.83,Dezembro,2024
2024-12-21,3124.54,3026.55,97.99,171.08,235.77,104.24,342.92,0.0,0.0,304.14,390.02,432.2,409.18,521.18,115.82,Dezembro,2024
2024-12-23,4960.09,4902.53,57.56,532.97,716.29,102.5,363.02,0.0,0.0,377.04,763.9,125.57,704.58,995.15,221.51,Dezembro,2024
2024-12-24,2091.37,2091.37,0.0,75.45,188.62,86.65,317.82,0.0,0.0,204.68,340.98,195.07,344.18,276.48,61.44,Dezembro,2024
2024-12-26,6461.32,6461.32,0.0,401.36,563.87,332.54,953.84,0.0,0.0,713.32,657.13,743.72,813.78,1048.71,233.05,Dezembro,2024
2024-12-27,6221.07,6221.07,0.0,544.07,628.54,225.57,740.8,0.0,0.0,640.46,490.28,684.72,918.85,1102.73,245.05,Dezembro,2024
2024-12-28,3005.98,3005.98,0.0,164.19,635.86,8.15,385.11,0.0,0.0,323.97,262.94,165.16,505.17,454.44,100.99,Dezembro,2024
2024-12-30,5882.55,5882.55,0.0,45.4,774.14,276.78,662.5,0.0,0.0,524.27,841.78,733.57,827.81,978.79,217.51,Dezembro,2024
2024-12-31,2137.97,2137.97,0.0,360.75,294.53,92.17,432.49,0.0,0.0,245.66,246.7,173.83,291.84,0.0,0.0,Dezembro,2024
2025-01-02,7031.09,7031.09,0.0,1200.66,415.38,186.45,1145.39,0.0,5.28,675.78,737.39,601.12,774.49,1054.76,234.39,Janeiro,2025
2025-01-03,6335.7,6335.7,0.0,558.53,974.77,0.0,990.12,0.0,0.0,515.22,568.24,430.59,1006.52,1056.85,234.86,Janeiro,2025
2025-01-04,699.21,699.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.14,249.36,266.49,59.22,Janeiro,2025
2025-01-06,5652.78,5652.78,0.0,461.87,505.43,162.73,522.75,0.0,69.33,519.0,630.98,662.48,1094.28,837.76,186.17,Janeiro,2025
2025-01-07,5966.36,5681.41,284.95,255.83,572.0,192.61,652.6,0.0,6.01,543.26,624.63,508.41,1289.74,847.8,188.52,Janeiro,2025
2025-01-08,5221.91,4717.41,504.5,106.98,300.54,112.26,822.78,0.0,0.0,467.55,620.85,525.43,521.11,1014.47,225.44,Janeiro,2025
2025-01-09,5533.47,5533.47,0.0,531.02,446.82,73.0,854.99,48.34,1.64,544.47,611.21,556.49,744.13,917.43,203.93,Janeiro,2025
2025-01-10,4463.68,4463.68,0.0,183.87,249.8,189.98,602.34,30.61,4.22,439.34,703.45,332.94,630.54,897.21,199.38,Janeiro,2025
2025-01-13,5057.95,5057.95,0.0,426.24,609.54,44.67,705.26,0.0,1.9,688.2,740.64,376.86,709.99,617.44,137.21,Janeiro,2025
2025-01-14,5278.94,5244.15,34.79,820.6,250.25,115.85,711.61,0.0,0.0,343.54,782.88,521.47,742.92,781.39,173.64,Janeiro,2025
2025-01-15,5850.14,5685.54,164.6,318.2,551.87,217.8,783.15,0.0,0.29,652.97,643.56,623.38,661.01,1006.78,226.53,Janeiro,2025
2025-01-16,5948.44,5734.58,213.86,343.38,302.83,221.58,491.99,0.0,1.42,585.31,836.57,753.88,969.69,1004.67,223.26,Janeiro,2025
2025-01-17,6272.86,6022.45,250.41,579.02,328.26,23.68,687.1,0.0,57.92,737.8,574.06,699.33,1068.29,1036.03,230.96,Janeiro,2025
2025-01-20,5314.04,5212.63,101.41,170.94,640.23,96.37,773.08,16.11,36.25,608.95,585.85,501.7,1049.66,600.13,133.36,Janeiro,2025
2025-01-21,6390.84,6341.88,48.96,485.79,480.84,105.99,777.25,48.34,20.41,590.33,693.54,808.62,1022.44,1070.45,237.88,Janeiro,2025
2025-01-22,5509.31,5509.31,0.0,308.17,625.17,247.23,670.62,0.0,18.22,639.96,813.0,570.91,568.36,856.49,191.18,Janeiro,2025
2025-01-23,6118.18,6118.18,0.0,274.32,253.41,30.45,738.83,47.16,6.64,709.86,838.97,712.71,1306.98,980.68,218.17,Janeiro,2025
2025-01-24,162.89,0.0,162.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Janeiro,2025
2025-01-24,6546.27,6546.27,0.0,348.45,556.56,217.89,700.3,0.0,61.41,694.5,690.29,635.76,1079.03,1278.07,284.01,Janeiro,2025
2025-01-25,338.19,338.19,0.0,0.0,0.0,0.0,139.37,0.0,0.0,99.65,0.0,99.17,0.0,0.0,0.0,Janeiro,2025
2025-01-27,6958.09,6759.77,198.32,717.27,432.99,57.74,840.48,0.0,352.45,686.18,824.22,472.7,1241.59,927.84,206.31,Janeiro,2025
2025-01-28,6196.37,6123.9,72.47,686.56,99.81,67.4,997.31,0.0,37.81,705.52,735.29,616.06,662.84,1239.79,275.51,Janeiro,2025
2025-01-29,6360.15,5927.0,433.15,158.04,440.5,167.22,656.13,0.0,14.64,540.33,678.67,703.3,941.16,1331.14,295.87,Janeiro,2025
2025-01-30,7752.0,7373.42,378.58,665.03,633.06,213.08,592.57,0.0,16.44,649.72,816.02,813.46,1210.34,1443.03,320.67,Janeiro,2025
2025-01-31,6316.33,6316.33,0.0,493.83,747.2,253.99,625.68,0.0,9.27,686.99,913.1,657.28,695.26,1008.92,224.81,Janeiro,2025
2025-02-03,6391.27,6144.1,247.17,251.66,464.18,172.27,607.27,0.0,2.36,482.49,624.71,742.48,898.12,1553.37,345.19,Fevereiro,2025
2025-02-04,6295.25,6295.25,0.0,314.7,893.28,327.5,547.74,0.0,0.47,531.94,662.93,747.65,794.37,1206.55,268.12,Fevereiro,2025
2025-02-05,6982.86,6982.86,0.0,710.02,936.3,278.44,702.16,0.0,0.0,756.9,814.13,553.05,823.36,1152.41,256.09,Fevereiro,2025
2025-02-06,6368.38,6368.38,0.0,235.38,1410.14,182.84,661.59,0.0,51.28,548.04,583.96,689.76,691.43,1074.56,239.4,Fevereiro,2025
2025-02-07,5047.94,4795.66,252.28,73.82,0.0,0.0,799.11,0.0,15.13,782.06,500.7,550.28,898.83,961.56,214.17,Fevereiro,2025
2025-02-08,295.45,295.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.66,157.79,0.0,0.0,0.0,0.0,Fevereiro,2025
2025-02-10,5637.39,5469.0,168.39,279.33,0.0,10.52,1200.23,0.0,0.0,594.54,711.4,587.75,748.78,1093.46,242.99,Fevereiro,2025
2025-02-11,6896.75,6609.28,287.47,624.2,131.99,151.0,1306.7,0.0,0.0,574.81,927.4,623.35,1021.57,1020.56,227.7,Fevereiro,2025
2025-02-12,6318.17,6094.61,223.56,167.58,949.54,359.64,758.07,0.0,2.52,587.59,503.0,558.52,850.24,1110.07,247.84,Fevereiro,2025
2025-02-13,6777.9,6450.6,327.3,353.67,855.26,235.43,850.92,0.0,0.0,511.6,850.47,487.1,1023.19,1049.69,233.27,Fevereiro,2025
2025-02-14,6798.8,6490.81,307.99,264.11,793.06,285.15,884.56,0.0,50.23,499.37,750.46,560.15,1218.81,969.42,215.49,Fevereiro,2025
2025-02-15,832.94,832.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.65,160.56,0.0,445.54,122.88,27.31,Fevereiro,2025
2025-02-17,6428.58,6189.04,239.54,181.32,1087.13,272.4,726.72,0.0,0.0,537.16,481.56,727.14,739.41,1175.07,261.13,Fevereiro,2025
2025-02-18,7053.99,6829.5,224.49,229.54,694.75,0.0,902.41,0.0,29.17,1042.03,1013.84,509.43,988.19,1161.93,258.21,Fevereiro,2025
2025-02-19,6454.66,6373.39,81.27,225.66,484.57,243.82,631.21,0.0,0.0,704.22,940.8,854.01,979.78,1071.26,238.06,Fevereiro,2025
2025-02-20,6632.18,6632.18,0.0,669.67,712.03,300.66,743.41,0.0,4.52,743.62,717.83,625.91,904.27,990.21,220.05,Fevereiro,2025
2025-02-21,6714.36,6590.26,124.1,235.01,721.67,0.0,927.66,0.0,3.82,897.75,846.45,465.16,1196.98,1060.17,235.59,Fevereiro,2025
2025-02-24,5987.08,5852.33,134.75,191.79,570.65,324.75,721.8,0.0,25.41,879.65,570.31,552.33,648.6,1118.49,248.55,Fevereiro,2025
2025-02-25,6486.97,6486.97,0.0,367.08,394.03,0.0,1458.7,0.0,5.1,793.7,388.09,629.37,840.94,1316.74,293.22,Fevereiro,2025
2025-02-26,6403.61,6349.43,54.18,355.5,0.0,15.03,1390.91,16.11,3.86,937.73,703.15,637.63,868.15,1162.93,258.43,Fevereiro,2025
2025-02-27,6199.69,5996.64,203.05,1.55,299.09,100.0,981.46,0.0,1.91,789.7,635.83,649.05,975.85,1278.16,284.04,Fevereiro,2025
2025-02-28,6650.36,5746.85,903.51,23.69,587.84,322.54,765.9,0.0,3.96,837.19,607.71,527.6,797.13,1041.78,231.51,Fevereiro,2025
2025-03-01,335.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.23,126.14,167.63,0.0,0.0,0.0,Março,2025
2025-03-03,7046.18,6371.83,674.35,61.82,542.07,292.93,799.88,0.0,0.0,580.68,766.21,320.77,977.48,1660.65,369.34,Março,2025
2025-03-04,6377.79,6048.12,329.67,202.21,624.2,175.53,807.05,0.0,0.0,792.7,719.02,570.78,420.05,1420.84,315.74,Março,2025
2025-03-05,6463.67,5876.34,587.33,1.35,578.14,368.73,431.03,0.0,0.0,631.09,960.84,803.79,805.14,1060.55,235.68,Março,2025
2025-03-06,6126.4,5568.63,557.77,42.37,849.03,6.32,642.9,0.0,13.27,576.26,930.33,617.82,646.79,1017.44,226.1,Março,2025
2025-03-07,5661.55,5533.3,128.25,614.4,512.19,102.45,398.27,0.0,1.71,575.03,766.52,517.94,554.44,1219.08,271.27,Março,2025
2025-03-10,5687.89,5687.89,0.0,356.2,381.88,0.0,585.05,32.22,7.12,625.5,834.29,587.1,913.09,1117.18,248.26,Março,2025
2025-03-11,4280.59,4081.33,199.26,0.0,0.0,0.0,722.27,0.0,0.0,538.9,729.7,774.5,462.43,698.34,155.19,Março,2025
2025-03-12,6139.31,5393.95,745.36,110.89,0.0,0.0,798.93,0.0,2.47,625.68,849.48,753.99,820.47,1171.47,260.57,Março,2025
2025-03-13,5957.76,5147.18,810.58,81.24,363.88,187.91,582.94,0.0,15.46,718.97,745.19,439.71,816.04,977.97,217.87,Março,2025
2025-03-14,5193.27,4471.24,722.03,87.68,407.14,221.54,348.14,0.0,50.62,571.81,692.17,452.69,750.06,727.53,161.86,Março,2025
2025-03-15,747.18,747.18,0.0,0.0,0.0,0.0,50.6,0.0,0.0,0.0,174.24,379.96,0.0,116.49,25.89,Março,2025
2025-03-17,5883.76,5713.47,170.29,375.21,769.78,133.41,805.57,0.0,2.39,434.44,813.78,305.9,734.6,1095.05,243.34,Março,2025
2025-03-18,6245.66,5987.95,257.71,814.63,342.88,121.09,890.23,0.0,26.38,781.23,615.98,571.9,327.4,1224.19,272.04,Março,2025
2025-03-19,5326.06,5100.56,225.5,161.45,264.32,80.83,644.06,0.0,0.0,818.87,716.11,491.09,665.5,1029.39,228.94,Março,2025
2025-03-20,4792.19,4410.74,381.45,168.27,301.17,64.4,490.31,0.0,1.91,638.15,695.14,674.11,359.4,832.81,185.07,Março,2025
2025-03-21,4751.91,4275.1,476.81,141.56,239.13,114.39,539.22,0.0,5.25,551.25,388.16,485.7,399.48,1154.42,256.54,Março,2025
2025-03-24,4516.03,4032.82,483.21,176.91,189.42,26.46,479.66,172.4,14.74,330.12,395.95,481.06,425.26,1097.05,243.79,Março,2025
2025-03-25,4246.07,3925.67,320.4,199.44,232.14,38.83,505.63,25.78,6.55,330.45,440.52,577.18,459.12,908.21,201.82,Março,2025
2025-03-26,4120.43,3944.24,176.19,370.94,468.29,146.72,371.07,0.0,15.23,281.97,233.78,355.02,730.08,793.07,178.07,Março,2025
2025-03-27,4159.54,4004.9,154.64,254.17,55.18,74.85,572.33,0.0,0.0,285.36,411.15,252.36,757.51,1097.99,244.0,Março,2025
2025-03-28,3984.68,3631.0,353.68,182.26,473.61,158.4,489.36,0.0,0.0,237.5,339.0,250.78,376.55,919.26,204.28,Março,2025
2025-03-31,4425.84,3962.24,463.6,291.89,470.4,117.89,665.61,0.0,0.0,342.71,418.4,260.15,460.35,764.87,169.97,Março,2025
